Model,Scenario,Region,Variable,Unit,2005,2010,2020,2030,2040,2050,2060,2070,2080,2090,2100
TIAM_Grantham,D3_HP_PriceShock,AFR,Emissions|CO2|Energy and Industrial Processes,MtCO2/yr,917.1782741,956.7337386,1156.835645,1104.264868,1015.157729,970.60416,1059.635,1063.689207,967.5277124,848.5779006,721.2550687
TIAM_Grantham,D3_HP_PriceShock,AFR,Final Energy,EJ/yr,18.17100581,19.57141684,21.65766584,29.24640162,35.53973587,45.29867109,54.53710523,63.82200699,72.40559959,79.86965735,85.5517318
TIAM_Grantham,D3_HP_PriceShock,AFR,Final Energy|Electricity,EJ/yr,1.628308582,1.774610884,1.561758945,2.243625047,4.186822406,8.804621957,12.2132536,16.1411288,21.48532832,27.12073212,33.23319849
TIAM_Grantham,D3_HP_PriceShock,AFR,Final Energy|Gases,EJ/yr,1.229203524,1.437941768,2.071951294,3.684028302,4.976839898,6.726908496,8.027330323,8.521333745,8.751411424,8.12552793,6.133790905
TIAM_Grantham,D3_HP_PriceShock,AFR,Final Energy|Geothermal,EJ/yr,0,0.013402775,0.027842456,0.028882456,0.029749123,0.030615789,0.034015789,0.037415789,0.040815789,0.044215789,0.047615789
TIAM_Grantham,D3_HP_PriceShock,AFR,Final Energy|Heat,EJ/yr,0,0.018593631,0.144952257,0.250717666,0.370273584,0.597072857,0.857795504,1.166051974,1.444423822,1.692560933,1.950775706
TIAM_Grantham,D3_HP_PriceShock,AFR,Final Energy|Hydrogen,EJ/yr,0,0,0.180786883,0.294371337,0.409189291,1.021553617,2.114960605,2.920046044,3.143495151,3.343402361,3.56667907
TIAM_Grantham,D3_HP_PriceShock,AFR,Final Energy|Industry,EJ/yr,4.441892878,4.824575031,4.900996303,7.125497084,10.26415693,15.54234034,22.18159459,29.22014876,35.5306615,40.67868727,44.22739329
TIAM_Grantham,D3_HP_PriceShock,AFR,Final Energy|Industry|Electricity,EJ/yr,0.857627558,0.95480432,0.720872529,1.010401229,2.231688156,4.953201851,7.079604878,9.533643347,13.2128924,17.33195647,21.99917107
TIAM_Grantham,D3_HP_PriceShock,AFR,Final Energy|Industry|Gases,EJ/yr,0.61989852,0.682520486,0.91390091,1.641392984,2.351235338,3.882038451,5.054635475,5.464928252,5.592919028,4.845514699,2.783845759
TIAM_Grantham,D3_HP_PriceShock,AFR,Final Energy|Industry|Heat,EJ/yr,0,0.00431994,0.013868458,0.006545419,0.000789691,2.03353E-07,0,0,0,0,0
TIAM_Grantham,D3_HP_PriceShock,AFR,Final Energy|Industry|Hydrogen,EJ/yr,0,0,0.180786883,0.294371337,0.352228754,0.210699734,0.261607321,0.361751618,0.403023267,0.492984143,0.606444132
TIAM_Grantham,D3_HP_PriceShock,AFR,Final Energy|Industry|Liquids,EJ/yr,0.711870076,0.753491495,0.684073129,0.781979196,0.897314532,1.065241238,1.351117174,1.674833808,2.022390838,2.390883916,2.768530206
TIAM_Grantham,D3_HP_PriceShock,AFR,Final Energy|Industry|Other,EJ/yr,0,0.000833333,0.001526667,0.002566667,0.003433333,0.0043,0.0077,0.0111,0.0145,0.0179,0.0213
TIAM_Grantham,D3_HP_PriceShock,AFR,Final Energy|Industry|Solids,EJ/yr,2.252496724,2.428605457,2.385967726,3.388240252,4.427467131,5.426858867,8.42692974,12.17389174,14.28493597,15.59944805,16.04810212
TIAM_Grantham,D3_HP_PriceShock,AFR,Final Energy|Industry|Solids|Biomass,EJ/yr,1.85810184,2.022458761,1.98953565,2.580510597,3.934863044,4.381467091,5.488198244,6.777971488,8.204021431,9.718571176,11.27324691
TIAM_Grantham,D3_HP_PriceShock,AFR,Final Energy|Industry|Solids|Coal,EJ/yr,0.394394884,0.406146696,0.396432077,0.807729655,0.492604088,1.045391776,2.938731496,5.395920252,6.080914538,5.880876875,4.774855208
TIAM_Grantham,D3_HP_PriceShock,AFR,Final Energy|Liquids,EJ/yr,4.148723295,4.263128305,4.108071142,6.358990291,6.633032711,6.645839284,6.103437901,5.790496503,6.135764848,6.430459313,6.861242281
TIAM_Grantham,D3_HP_PriceShock,AFR,Final Energy|Non-Energy Use,EJ/yr,0.32301162,0.395856768,0.490662948,0.832839962,1.213601093,1.738194071,2.177251009,2.688923506,3.254659024,3.855503749,4.472267059
TIAM_Grantham,D3_HP_PriceShock,AFR,Final Energy|Non-Energy Use|Coal,EJ/yr,0.059285088,0.072650651,0.090043943,0.152831521,0.222673522,0.318881445,0.399428902,0.493298089,0.597085441,0.707313774,0.82046246
TIAM_Grantham,D3_HP_PriceShock,AFR,Final Energy|Non-Energy Use|Oil,EJ/yr,0.263726532,0.323206117,0.400619004,0.680008441,0.990927571,1.419312625,1.777822108,2.195625416,2.657573583,3.148189975,3.651804599
TIAM_Grantham,D3_HP_PriceShock,AFR,Final Energy|Residential and Commercial,EJ/yr,10.47195717,11.2957944,13.20655002,15.87059877,18.37037072,21.14886364,22.7862722,23.92869946,24.97020796,26.23388155,27.40675318
TIAM_Grantham,D3_HP_PriceShock,AFR,Final Energy|Residential and Commercial|Electricity,EJ/yr,0.689792047,0.724637255,0.70451965,0.95473695,1.31945575,1.897760907,2.321827249,2.786034379,3.402709517,3.879055493,4.491907939
TIAM_Grantham,D3_HP_PriceShock,AFR,Final Energy|Residential and Commercial|Gases,EJ/yr,0.582676956,0.738932866,1.155367935,1.643085331,2.153904278,2.697226743,2.971270255,3.056405494,3.158492396,3.280013231,3.349945146
TIAM_Grantham,D3_HP_PriceShock,AFR,Final Energy|Residential and Commercial|Heat,EJ/yr,0,0.014273691,0.131083799,0.244172247,0.369483894,0.597072654,0.857795504,1.166051974,1.444423822,1.692560933,1.950775706
TIAM_Grantham,D3_HP_PriceShock,AFR,Final Energy|Residential and Commercial|Liquids,EJ/yr,0.350770104,0.253517687,0.136174149,0.166064264,0.194330742,0.221730999,0.248864042,0.26376477,0.272882532,0.28023952,0.285005174
TIAM_Grantham,D3_HP_PriceShock,AFR,Final Energy|Residential and Commercial|Other,EJ/yr,0,0.012569441,0.026315789,0.026315789,0.026315789,0.026315789,0.026315789,0.026315789,0.026315789,0.026315789,0.026315789
TIAM_Grantham,D3_HP_PriceShock,AFR,Final Energy|Residential and Commercial|Solids,EJ/yr,8.848718064,9.551863459,11.0530887,12.83622419,14.30688027,15.70875655,16.36019936,16.63012705,16.6653839,17.07569658,17.30280342
TIAM_Grantham,D3_HP_PriceShock,AFR,Final Energy|Residential and Commercial|Solids|Biomass,EJ/yr,8.644151016,9.402612524,11.0402158,12.83622419,14.30688027,14.09046518,12.88323984,11.52059164,10.05647618,8.538288943,7.000212906
TIAM_Grantham,D3_HP_PriceShock,AFR,Final Energy|Residential and Commercial|Solids|Coal,EJ/yr,0.204567048,0.149250935,0.012872903,0,0,1.618291364,3.476959523,5.109535412,6.608907725,8.537407636,10.30259052
TIAM_Grantham,D3_HP_PriceShock,AFR,Final Energy|Solar,EJ/yr,0,0,0.074287352,0.151780126,0.242334062,0.402364863,0.604266092,0.841116402,1.0653236,1.247707715,1.438056292
TIAM_Grantham,D3_HP_PriceShock,AFR,Final Energy|Solids,EJ/yr,11.16477041,12.06373948,13.56230286,16.38578652,18.93382885,21.47205909,25.18631151,29.24553414,31.40436024,33.11275891,33.75842956
TIAM_Grantham,D3_HP_PriceShock,AFR,Final Energy|Solids|Biomass,EJ/yr,10.55814664,11.49839754,13.13842442,15.5590778,18.41775636,18.76879434,18.72365785,18.68813549,18.66112146,18.64299036,18.63303983
